distanza,y,y2,distanzaDx,distanzaSx,Sesso
0.72,1.31,1.36,0.37,0.38,0
1.19,1.77,1.72,0.59,0.46,0
0.75,1.32,1.33,0.53,0.46,0
0.45,1.04,1.05,0.33,0.3,0
0.41,1.15,1.12,0.13,0.09,0
0.35,1.1,1.09,0.07,0.08,0
0.33,0.85,0.85,0.35,0.32,0
0.56,0.88,1.16,0.05,0.35,0
0.7,0.9,1.35,0.03,0.2,0
0.56,0.96,0.88,0.09,0.48,0
0.66,1.27,0.92,0.34,0.13,0
0.69,1.38,1.0,0.12,0.09,0
0.58,0.87,0.98,0.52,0.03,0
0.42,0.92,0.94,0.14,0.05,0
0.38,1.16,1.11,0.28,0.2,0
0.39,1.46,1.41,0.32,0.31,0
0.3,0.91,0.89,0.55,0.52,0
0.34,0.81,0.82,0.11,0.08,0
0.35,1.26,1.25,0.5,0.47,0
0.38,1.47,1.43,0.26,0.2,0
0.38,1.03,1.16,0.44,0.27,0
0.61,0.95,1.31,0.12,0.18,0
0.88,1.0,1.21,0.07,0.41,0
0.61,0.99,0.97,0.01,0.39,0
0.43,1.0,0.98,0.08,0.12,0
0.31,1.03,1.05,0.05,0.12,0
0.52,1.19,1.07,0.24,0.04,0
1.12,1.3,1.05,0.57,0.1,0
0.85,0.96,0.98,0.4,0.08,0
0.37,0.99,0.98,0.44,0.09,0
0.36,1.03,1.19,0.11,0.24,0
0.7,1.0,0.89,0.11,0.47,0
0.65,0.93,0.86,0.09,0.2,0
0.44,1.11,0.96,0.23,0.24,0
0.79,1.06,0.96,0.36,0.01,0
0.96,0.85,0.97,0.48,0.06,0
0.65,0.95,1.16,0.35,0.27,0
0.52,1.13,0.8,0.29,0.38,0
0.69,1.4,0.84,0.27,0.04,0
0.36,0.81,0.89,0.59,0.07,0
0.4,0.76,0.85,0.13,0.05,0
0.36,1.05,1.07,0.34,0.25,0
0.31,1.29,1.25,0.25,0.18,0
0.4,0.81,0.82,0.51,0.45,0
0.43,0.81,0.81,0.02,0.05,0
0.59,0.93,0.91,0.16,0.15,0
0.73,1.14,1.14,0.23,0.25,0
0.59,1.16,1.21,0.08,0.1,0
0.81,1.3,1.34,0.17,0.2,0
1.15,1.69,1.62,0.5,0.41,0
0.82,1.27,1.3,0.48,0.38,0
0.53,0.93,1.03,0.38,0.3,0
0.52,0.95,0.99,0.04,0.05,0
0.48,0.96,1.01,0.03,0.03,0
0.47,0.95,1.0,0.01,0.02,0
0.5,0.96,1.0,0.02,0.01,0
0.53,0.98,1.0,0.04,0.04,0
0.53,1.2,1.22,0.26,0.26,0
1.4,1.21,1.28,0.53,0.39,0
0.96,0.94,1.03,0.36,0.33,0
0.78,1.0,1.05,0.23,0.15,0
0.94,1.68,1.08,0.69,0.03,0
0.68,1.15,0.94,0.55,0.16,0
0.92,0.88,1.5,0.3,0.56,0
0.73,0.94,1.35,0.08,0.18,0
0.43,1.04,1.07,0.16,0.3,0
0.31,1.22,1.2,0.2,0.16,0
0.5,1.2,1.14,0.11,0.09,0
1.17,1.41,1.37,0.48,0.46,0
0.74,1.01,1.0,0.45,0.44,0
0.37,0.94,0.9,0.24,0.18,0
0.39,0.97,0.91,0.03,0.02,0
0.4,1.22,1.2,0.27,0.33,0
0.49,1.0,0.98,0.23,0.22,0
1.21,1.39,1.35,0.53,0.53,0
1.01,1.42,1.44,0.1,0.2,0
0.44,1.12,1.18,0.5,0.46,0
0.4,0.86,0.88,0.35,0.36,0
0.47,1.04,0.98,0.23,0.14,0
0.88,0.98,0.99,0.4,0.03,0
0.95,0.92,1.02,0.29,0.11,0
0.79,0.86,0.97,0.3,0.21,0
0.58,1.24,1.27,0.47,0.36,0
1.41,1.24,1.27,0.53,0.42,0
0.88,0.96,1.0,0.39,0.39,0
0.66,1.21,1.22,0.37,0.29,0
0.77,0.96,0.97,0.26,0.25,0
0.7,0.78,0.82,0.35,0.28,0
0.77,0.78,0.8,0.06,0.05,0
0.81,0.88,0.91,0.22,0.22,0
0.77,1.48,1.47,0.6,0.56,0
0.61,1.46,1.44,0.12,0.08,0
0.37,1.28,1.26,0.26,0.24,0
0.35,0.8,0.81,0.53,0.48,0
0.36,0.87,0.82,0.07,0.07,0
0.66,0.83,1.32,0.04,0.54,0
0.66,0.79,1.34,0.05,0.18,0
0.55,0.95,1.17,0.31,0.18,0
0.56,1.4,1.17,0.45,0.03,0
0.61,1.36,1.28,0.05,0.19,0
1.29,1.28,1.31,0.47,0.38,0
0.77,1.03,1.1,0.37,0.35,0
0.62,1.03,1.23,0.18,0.16,0
0.73,1.25,0.89,0.24,0.36,0
0.72,0.86,0.96,0.42,0.07,0
0.54,0.95,0.98,0.17,0.1,0
0.35,1.31,1.26,0.39,0.3,0
0.34,0.95,0.94,0.36,0.32,0
0.39,0.85,0.86,0.2,0.16,0
0.37,0.93,0.9,0.1,0.05,0
0.35,0.82,0.84,0.13,0.06,0
0.38,1.34,1.37,0.56,0.55,0
0.42,1.48,1.44,0.17,0.13,0
0.4,1.29,1.3,0.22,0.17,0
0.38,0.8,0.8,0.54,0.53,0
0.36,0.81,0.83,0.07,0.07,0
0.44,1.23,1.25,0.49,0.47,0
0.45,1.46,1.43,0.26,0.21,0
1.19,1.29,1.33,0.41,0.39,0
1.24,1.23,1.3,0.3,0.25,0
0.68,1.07,1.14,0.4,0.31,0
1.21,1.71,1.22,0.73,0.11,0
1.04,1.53,1.2,0.29,0.1,0
0.87,1.03,1.44,0.64,0.32,0
0.68,1.03,1.48,0.17,0.2,0
0.33,1.02,1.08,0.02,0.45,0
0.41,1.0,1.02,0.04,0.09,0
0.43,1.16,1.18,0.19,0.19,0
1.1,1.26,1.27,0.4,0.31,0
1.0,1.17,1.17,0.2,0.19,0
0.46,1.25,1.24,0.32,0.28,0
0.33,1.23,1.23,0.08,0.05,0
0.34,0.8,0.82,0.47,0.44,0
0.34,0.78,0.8,0.04,0.03,0
0.33,0.86,0.88,0.15,0.14,0
0.39,1.43,1.41,0.58,0.54,0
0.35,1.43,1.4,0.04,0.04,0
0.3,0.87,0.89,0.57,0.51,0
0.62,1.16,1.23,0.35,0.4,0
1.13,1.68,1.65,0.6,0.48,0
0.8,1.51,1.49,0.25,0.23,0
0.5,1.11,1.36,0.47,0.2,0
0.39,1.06,0.86,0.11,0.51,0
0.56,1.2,0.81,0.16,0.15,0
0.67,1.49,0.98,0.29,0.19,0
0.66,1.58,1.13,0.1,0.15,0
0.49,1.16,1.1,0.46,0.04,0
0.52,0.85,1.1,0.37,0.04,0
0.45,0.97,1.08,0.15,0.05,0
0.5,1.15,1.16,0.19,0.11,0
0.6,1.29,1.28,0.15,0.13,0
0.94,1.33,1.31,0.2,0.16,0
1.33,1.21,1.25,0.33,0.25,0
0.75,1.05,1.09,0.36,0.32,0
0.4,1.22,1.19,0.28,0.19,0
0.32,1.21,1.19,0.05,0.05,0
0.33,0.82,0.84,0.44,0.38,0
0.32,0.91,0.87,0.11,0.03,0
0.32,0.91,0.91,0.05,0.07,0
0.37,0.93,0.93,0.07,0.06,0
0.42,1.42,1.35,0.49,0.42,0
0.35,1.08,1.09,0.35,0.26,0
0.45,0.94,0.97,0.21,0.17,0
0.65,1.07,1.08,0.19,0.15,0
0.8,1.34,1.38,0.29,0.31,0
1.19,1.78,1.74,0.54,0.44,0
0.72,1.38,1.42,0.5,0.41,0
0.38,1.29,1.24,0.23,0.25,0
0.44,0.81,0.83,0.51,0.44,0
0.68,0.83,0.87,0.12,0.13,0
0.82,1.28,1.31,0.55,0.5,0
0.42,1.5,1.46,0.34,0.25,0
0.4,0.81,0.84,0.72,0.64,0
0.6,0.78,0.79,0.19,0.22,0
0.53,0.97,0.94,0.35,0.28,0
0.45,1.55,1.49,0.58,0.55,0
0.38,1.15,1.07,0.43,0.44,0
0.68,0.81,0.83,0.6,0.45,0
0.83,0.89,0.79,0.15,0.17,0
0.64,0.98,0.87,0.28,0.16,0
0.37,1.07,1.01,0.11,0.25,0
0.4,1.03,0.99,0.09,0.05,0
0.4,1.02,0.99,0.02,0.01,0
0.35,1.02,0.99,0.02,0.03,0
0.3,1.04,1.03,0.02,0.07,0
0.3,1.05,1.04,0.03,0.02,0
