distanza,y,y2,distanzaDx,distanzaSx,Sesso
0.4,1.52,1.5,0.14,0.12,1
0.4,1.19,1.17,0.39,0.37,1
0.42,1.07,1.11,0.17,0.15,1
0.42,1.24,1.11,0.22,0.12,1
0.67,1.24,1.52,0.04,0.45,1
0.76,1.24,0.91,0.08,0.63,1
0.49,1.25,1.12,0.04,0.3,1
0.58,1.42,1.04,0.21,0.14,1
0.73,0.77,1.04,0.7,0.01,1
0.5,1.28,1.11,0.56,0.09,1
0.39,1.47,1.41,0.22,0.31,1
0.32,1.43,1.4,0.06,0.07,1
0.3,0.87,0.9,0.57,0.51,1
0.32,1.25,1.2,0.38,0.3,1
0.3,0.78,0.8,0.47,0.4,1
0.29,1.12,1.13,0.35,0.33,1
0.53,1.26,1.25,0.23,0.13,1
0.41,1.09,1.2,0.2,0.19,1
1.08,1.17,1.26,0.11,0.73,1
0.57,1.2,1.1,0.14,0.43,1
0.29,1.17,0.99,0.1,0.26,1
0.29,1.16,0.97,0.07,0.06,1
0.36,1.19,0.99,0.11,0.03,1
0.92,1.3,0.98,0.6,0.01,1
0.55,1.32,1.06,0.32,0.11,1
0.44,1.24,1.36,0.12,0.31,1
0.59,1.23,1.5,0.04,0.17,1
0.94,1.26,0.81,0.13,0.87,1
0.59,1.28,1.15,0.09,0.47,1
0.46,1.38,1.15,0.11,0.17,1
0.68,1.02,1.13,0.46,0.02,1
0.74,1.25,1.13,0.5,0.11,1
0.51,1.34,1.33,0.28,0.2,1
0.66,1.34,0.95,0.04,0.41,1
0.48,1.38,1.3,0.05,0.35,1
0.7,0.71,1.28,0.68,0.02,1
0.42,1.16,1.26,0.45,0.07,1
0.38,1.38,1.34,0.25,0.09,1
0.31,1.39,1.37,0.04,0.05,1
0.39,0.94,1.01,0.48,0.38,1
0.42,1.41,1.37,0.49,0.37,1
0.31,1.33,1.3,0.11,0.13,1
0.4,1.28,1.26,0.1,0.07,1
0.46,1.25,1.25,0.04,0.05,1
1.07,1.49,1.5,0.34,0.47,1
0.95,1.71,1.62,0.44,0.38,1
1.22,1.35,1.37,0.41,0.27,1
0.38,1.1,1.11,0.5,0.51,1
0.21,1.11,1.1,0.07,0.1,1
0.21,1.15,1.12,0.05,0.04,1
0.2,1.14,1.13,0.02,0.03,1
0.2,1.15,1.13,0.01,0.0,1
0.21,1.15,1.13,0.02,0.01,1
0.22,1.19,1.16,0.05,0.04,1
1.26,1.35,1.24,0.56,0.53,1
0.48,1.24,1.2,0.41,0.4,1
0.61,0.78,1.02,0.51,0.19,1
0.7,1.36,1.05,0.62,0.03,1
0.65,1.08,0.96,0.32,0.19,1
0.78,1.14,1.64,0.09,0.68,1
0.55,1.06,0.84,0.08,0.82,1
0.47,1.43,1.41,0.38,0.61,1
0.37,1.18,1.15,0.32,0.3,1
0.16,1.27,1.16,0.19,0.16,1
1.1,1.29,1.21,0.57,0.57,1
0.28,1.21,1.14,0.47,0.48,1
0.39,1.45,1.44,0.25,0.31,1
0.42,1.57,1.58,0.14,0.19,1
0.37,1.57,1.58,0.01,0.04,1
0.32,0.83,0.82,0.75,0.77,1
1.34,1.28,1.23,0.73,0.65,1
0.75,1.52,1.5,0.38,0.42,1
0.36,1.37,1.34,0.37,0.35,1
0.36,1.23,1.21,0.15,0.14,1
0.26,1.29,1.28,0.14,0.08,1
1.0,1.13,1.22,0.69,0.1,1
0.87,1.25,1.11,0.3,0.12,1
0.92,1.27,1.03,0.26,0.29,1
0.47,1.44,1.33,0.27,0.4,1
1.36,1.24,1.25,0.51,0.51,1
0.69,1.51,1.44,0.44,0.41,1
0.61,1.63,1.61,0.13,0.18,1
0.99,1.11,0.99,0.63,0.69,1
1.02,0.92,0.91,0.44,0.26,1
0.66,1.21,1.2,0.42,0.42,1
0.73,0.71,0.7,0.62,0.58,1
0.89,1.4,1.47,0.84,0.85,1
0.73,0.95,0.96,0.5,0.55,1
0.38,1.37,1.42,0.46,0.49,1
0.31,0.79,0.83,0.58,0.59,1
0.66,1.19,0.68,0.41,0.19,1
0.56,1.19,1.02,0.07,0.5,1
0.47,1.25,0.89,0.08,0.3,1
0.48,1.11,0.88,0.26,0.05,1
0.49,0.74,0.82,0.46,0.07,1
0.19,1.21,1.17,0.52,0.39,1
1.15,1.35,1.36,0.52,0.54,1
0.6,1.37,1.3,0.3,0.26,1
0.72,1.46,1.37,0.11,0.12,1
1.03,1.61,0.81,0.16,0.61,1
0.83,0.71,1.08,0.92,0.32,1
0.57,1.38,1.39,0.72,0.36,1
0.42,1.61,1.59,0.32,0.26,1
0.35,1.14,1.07,0.59,0.6,1
0.42,1.21,1.19,0.12,0.13,1
0.52,1.11,1.12,0.14,0.13,1
0.38,0.68,0.67,0.55,0.53,1
0.36,1.09,1.06,0.59,0.54,1
0.28,1.08,1.07,0.12,0.07,1
0.37,1.4,1.43,0.33,0.37,1
0.3,0.74,0.78,0.67,0.65,1
0.37,0.72,0.74,0.07,0.06,1
0.38,1.32,1.31,0.68,0.63,1
0.31,1.37,1.33,0.16,0.12,1
1.09,1.28,1.29,0.4,0.43,1
1.13,1.39,1.37,0.3,0.32,1
0.48,1.32,1.3,0.35,0.37,1
1.01,1.67,1.04,0.52,0.27,1
0.84,1.44,1.15,0.33,0.12,1
0.67,1.25,1.25,0.31,0.16,1
1.13,1.36,1.43,0.16,0.65,1
0.65,1.27,0.91,0.22,0.69,1
0.36,1.12,0.99,0.15,0.24,1
0.22,1.16,1.12,0.06,0.17,1
1.4,1.25,1.23,0.55,0.66,1
0.97,1.41,1.29,0.28,0.28,1
0.54,1.51,1.46,0.21,0.29,1
0.38,1.47,1.46,0.08,0.14,1
0.3,0.75,0.75,0.72,0.71,1
0.4,1.28,1.25,0.54,0.52,1
0.52,0.7,0.69,0.64,0.6,1
0.47,1.03,1.01,0.5,0.43,1
0.36,1.14,1.16,0.14,0.16,1
0.3,0.75,0.74,0.39,0.44,1
0.45,1.0,1.09,0.34,0.36,1
1.11,1.14,1.68,0.16,0.84,1
1.19,1.57,1.6,0.64,0.31,1
0.64,1.38,1.52,0.49,0.37,1
0.72,1.29,0.79,0.1,0.79,1
0.67,1.37,0.82,0.11,0.16,1
0.74,1.51,0.86,0.16,0.05,1
0.77,1.53,0.85,0.05,0.04,1
0.59,1.33,0.87,0.28,0.04,1
0.58,0.45,0.9,0.88,0.04,1
0.29,1.15,1.0,0.71,0.14,1
0.24,1.13,1.07,0.03,0.08,1
0.15,1.17,1.13,0.08,0.07,1
0.13,1.2,1.17,0.05,0.05,1
1.28,1.26,1.23,0.61,0.6,1
0.67,1.48,1.42,0.39,0.36,1
0.47,1.55,1.51,0.13,0.16,1
0.38,1.41,1.4,0.18,0.14,1
0.28,0.84,0.83,0.57,0.57,1
0.36,1.27,1.25,0.44,0.43,1
0.33,0.73,0.75,0.56,0.51,1
0.3,0.66,0.67,0.09,0.08,1
0.32,1.12,1.12,0.55,0.51,1
0.38,1.34,1.31,0.29,0.23,1
0.42,1.28,1.19,0.1,0.14,1
0.43,1.26,1.19,0.03,0.01,1
0.58,1.25,1.31,0.11,0.3,1
0.96,1.69,1.72,0.54,0.59,1
1.11,1.5,1.54,0.21,0.19,1
0.58,1.34,1.52,0.33,0.3,1
0.3,0.76,0.76,0.6,0.77,1
0.56,0.7,0.72,0.19,0.12,1
0.89,1.2,1.25,0.65,0.64,1
0.63,1.57,1.56,0.47,0.41,1
0.32,0.74,0.76,0.85,0.81,1
0.33,1.2,1.22,0.51,0.5,1
0.36,1.38,1.4,0.23,0.23,1
0.35,1.42,1.44,0.06,0.08,1
0.33,1.31,1.32,0.16,0.17,1
0.32,0.97,0.92,0.34,0.4,1
0.27,1.21,1.1,0.25,0.19,1
0.21,1.04,1.0,0.18,0.13,1
0.13,1.06,0.98,0.07,0.04,1
0.1,1.06,0.98,0.04,0.01,1
0.11,1.07,0.98,0.01,0.02,1
0.12,1.06,0.97,0.02,0.03,1
0.12,1.07,0.97,0.02,0.01,1
0.12,1.07,0.97,0.0,0.01,1
0.1,1.07,0.98,0.01,0.05,1
0.11,1.07,0.98,0.01,0.01,1
0.67,1.12,1.1,0.34,0.3,1
0.32,0.92,0.99,0.27,0.2,1
