distanza,y,y2,distanzaDx,distanzaSx,Sesso
0.26,0.8,1.03,0.0,0.0,0
0.26,0.81,1.03,0.01,0.01,0
0.26,0.81,1.03,0.0,0.0,0
0.26,0.83,1.04,0.03,0.02,0
0.33,0.93,1.1,0.15,0.1,0
0.31,0.97,1.1,0.04,0.02,0
0.35,1.01,1.12,0.05,0.05,0
0.4,1.05,1.17,0.05,0.07,0
0.44,1.08,1.19,0.08,0.06,0
0.45,1.15,1.2,0.09,0.07,0
0.36,1.16,1.19,0.07,0.06,0
1.31,1.22,1.26,0.48,0.51,0
0.92,1.21,1.27,0.25,0.17,0
0.74,1.44,1.54,0.25,0.28,0
0.6,1.79,1.77,0.36,0.26,0
0.34,1.47,1.51,0.34,0.31,0
0.44,1.25,1.24,0.24,0.28,0
0.39,1.08,1.08,0.17,0.16,0
0.36,1.12,1.21,0.04,0.13,0
0.27,0.99,0.86,0.15,0.36,0
0.27,1.05,0.91,0.07,0.05,0
0.25,0.83,0.87,0.23,0.05,0
0.23,0.96,0.95,0.14,0.08,0
0.26,0.98,1.0,0.04,0.06,0
0.23,1.0,1.02,0.03,0.02,0
0.21,1.0,1.03,0.0,0.02,0
0.22,1.0,1.03,0.01,0.02,0
0.26,1.01,1.04,0.04,0.02,0
0.28,1.01,1.05,0.01,0.02,0
0.37,1.02,1.07,0.05,0.05,0
0.4,1.03,1.07,0.02,0.01,0
0.45,1.03,1.06,0.04,0.02,0
0.44,1.03,1.05,0.01,0.01,0
0.51,1.01,1.02,0.05,0.05,0
0.67,1.18,1.21,0.21,0.22,0
0.7,0.83,0.81,0.35,0.41,0
0.53,0.96,0.99,0.17,0.2,0
0.36,1.09,1.13,0.16,0.16,0
0.33,1.05,1.09,0.05,0.05,0
0.29,1.12,1.19,0.07,0.1,0
0.35,0.87,0.93,0.27,0.26,0
0.29,0.98,1.0,0.12,0.09,0
0.34,1.0,1.04,0.04,0.06,0
0.32,1.05,1.06,0.05,0.03,0
0.31,1.04,1.05,0.01,0.01,0
0.37,1.11,1.05,0.09,0.01,0
0.35,1.11,1.04,0.04,0.01,0
0.38,1.14,1.04,0.04,0.02,0
0.46,1.21,1.03,0.1,0.02,0
0.88,1.2,1.03,0.54,0.06,0
0.51,1.08,1.12,0.4,0.1,0
0.6,0.95,1.32,0.3,0.28,0
0.44,0.94,1.17,0.02,0.17,0
1.03,0.93,1.75,0.04,0.67,0
0.54,0.99,1.37,0.08,0.45,0
0.24,1.0,0.93,0.04,0.48,0
0.25,0.98,1.01,0.03,0.11,0
0.29,1.15,1.19,0.2,0.2,0
0.24,0.83,0.81,0.32,0.38,0
0.43,1.07,1.14,0.28,0.36,0
0.52,1.2,1.21,0.16,0.07,0
1.03,1.21,1.28,0.26,0.34,0
0.33,1.05,1.11,0.42,0.4,0
0.26,0.81,0.8,0.31,0.37,0
0.34,1.08,1.11,0.3,0.34,0
0.6,1.42,1.14,0.38,0.04,0
0.48,1.29,1.09,0.14,0.07,0
0.99,1.72,1.1,0.59,0.07,0
0.7,1.45,1.1,0.31,0.04,0
0.45,0.98,1.09,0.55,0.11,0
0.75,0.98,1.31,0.03,0.32,0
0.56,1.03,1.21,0.09,0.12,0
0.95,1.01,1.68,0.1,0.58,0
0.98,1.12,1.31,0.27,0.38,0
0.55,1.03,1.15,0.19,0.34,0
0.27,0.97,1.18,0.32,0.39,0
0.36,0.96,1.17,0.03,0.13,0
0.86,0.96,1.24,0.51,0.61,0
0.67,1.03,1.25,0.14,0.06,0
0.63,1.1,1.15,0.11,0.11,0
0.3,0.92,0.94,0.25,0.26,0
0.28,1.17,1.23,0.25,0.29,0
0.27,0.79,0.76,0.41,0.49,0
0.31,0.96,1.02,0.19,0.3,0
0.4,0.93,1.08,0.04,0.08,0
0.42,0.93,1.19,0.0,0.13,0
0.3,0.91,0.77,0.02,0.44,0
0.28,0.93,0.88,0.02,0.13,0
0.23,0.92,0.9,0.01,0.06,0
0.51,0.93,1.19,0.03,0.35,0
0.73,0.93,1.24,0.07,0.31,0
0.68,0.96,1.19,0.05,0.25,0
0.92,1.38,1.47,0.53,0.29,0
0.31,0.93,0.9,0.51,0.69,0
1.1,1.53,1.57,0.74,0.78,0
0.94,1.84,1.89,0.48,0.63,0
0.73,1.65,1.81,0.34,0.22,0
0.8,0.94,1.55,0.76,0.3,0
0.74,1.01,1.43,0.07,0.14,0
0.51,1.18,1.45,0.21,0.05,0
1.28,1.1,1.44,0.94,0.07,0
0.75,0.88,1.24,0.56,0.24,0
0.43,1.19,1.26,0.42,0.05,0
0.35,1.29,1.37,0.15,0.17,0
0.48,0.74,0.69,0.56,0.7,0
0.31,0.92,0.78,0.31,0.16,0
0.47,1.03,0.72,0.12,0.12,0
1.08,0.98,0.77,0.89,0.12,0
0.43,0.74,1.05,0.49,0.45,0
1.21,0.78,1.13,0.15,0.97,0
1.04,0.87,0.95,0.18,0.22,0
0.93,1.11,1.14,0.25,0.46,0
0.23,0.78,0.82,0.43,0.65,0
1.16,1.78,1.78,1.08,1.1,0
0.87,1.68,1.72,0.22,0.19,0
0.6,1.44,1.61,0.28,0.23,0
0.84,1.27,0.67,0.18,0.96,0
0.79,1.24,0.71,0.1,0.06,0
0.47,0.74,0.76,0.53,0.15,0
0.38,0.82,0.78,0.1,0.09,0
0.25,0.72,0.72,0.13,0.1,0
0.18,1.27,1.27,0.56,0.57,0
0.24,1.19,1.23,0.09,0.05,0
0.29,1.17,1.15,0.04,0.08,0
0.24,0.95,0.92,0.22,0.24,0
0.29,0.94,0.94,0.06,0.11,0
0.31,1.02,1.05,0.11,0.14,0
0.33,0.8,0.82,0.27,0.28,0
0.27,0.96,0.88,0.17,0.07,0
0.24,0.71,0.7,0.28,0.24,0
0.26,1.35,1.41,0.71,0.78,0
0.23,1.26,1.36,0.11,0.06,0
0.26,1.24,1.32,0.08,0.09,0
0.32,0.73,0.74,0.53,0.59,0
0.38,0.98,1.1,0.33,0.41,0
0.23,1.04,1.24,0.08,0.25,0
1.51,1.24,1.23,0.78,0.9,0
0.98,1.2,1.29,0.38,0.42,0
0.54,0.92,0.94,0.34,0.43,0
0.16,0.74,0.75,0.34,0.34,0
0.73,1.08,1.22,0.54,0.65,0
0.75,1.7,1.73,0.71,0.71,0
0.73,1.57,1.64,0.21,0.2,0
0.62,1.48,1.54,0.13,0.13,0
0.33,1.2,1.25,0.34,0.36,0
0.28,0.79,0.79,0.42,0.47,0
0.36,0.79,0.84,0.08,0.08,0
0.54,0.77,1.1,0.08,0.29,0
0.71,0.75,1.28,0.05,0.24,0
0.45,0.8,0.66,0.09,0.73,0
0.67,1.08,0.77,0.37,0.24,0
0.85,1.17,0.75,0.23,0.09,0
0.57,0.67,0.73,0.66,0.05,0
0.53,0.9,0.88,0.44,0.29,0
0.4,1.24,1.32,0.36,0.45,0
0.33,1.11,1.2,0.16,0.13,0
0.49,0.7,0.72,0.48,0.51,0
0.32,0.76,0.77,0.16,0.09,0
0.29,1.18,1.32,0.44,0.56,0
0.4,1.07,1.18,0.12,0.18,0
0.26,0.93,1.15,0.2,0.4,0
0.32,0.9,1.2,0.05,0.23,0
0.7,0.92,1.3,0.05,0.63,0
0.42,0.96,0.98,0.12,0.41,0
0.3,1.0,0.81,0.08,0.36,0
0.46,1.07,0.79,0.16,0.02,0
0.69,1.23,0.78,0.23,0.02,0
0.69,0.96,0.79,0.49,0.03,0
0.4,0.85,1.04,0.5,0.34,0
0.61,0.78,1.26,0.08,0.23,0
0.78,0.69,1.21,0.16,0.09,0
0.67,0.72,0.79,0.06,0.59,0
0.63,0.91,0.71,0.29,0.2,0
0.85,1.44,0.78,0.53,0.15,0
0.82,0.78,0.75,0.8,0.05,0
0.66,0.7,0.78,0.23,0.08,0
0.62,0.82,1.2,0.33,0.46,0
0.59,0.82,0.68,0.04,0.72,0
0.69,1.29,0.77,0.5,0.33,0
0.54,0.67,0.76,0.72,0.05,0
0.58,0.69,0.68,0.1,0.19,0
0.31,1.04,1.06,0.63,0.57,0
0.35,1.06,1.1,0.05,0.05,0
0.56,0.72,0.71,0.71,0.74,0
0.54,0.74,0.75,0.42,0.43,0
0.38,0.96,0.96,0.31,0.28,0
0.46,0.77,0.78,0.26,0.23,0
0.35,0.81,0.81,0.07,0.09,0
0.93,1.36,1.37,0.69,0.65,0
0.96,1.74,1.77,0.55,0.65,0
0.91,1.63,1.7,0.2,0.2,0
0.72,1.12,1.12,0.54,0.63,0
0.66,1.06,1.08,0.09,0.05,0
0.58,1.07,1.1,0.05,0.05,0
0.55,1.11,1.16,0.04,0.06,0
0.4,1.12,1.11,0.03,0.13,0
0.52,1.1,1.15,0.04,0.1,0
0.55,1.11,1.2,0.1,0.08,0
1.06,1.12,1.14,0.23,0.35,0
0.67,0.86,1.03,0.34,0.24,0
0.75,1.14,0.93,0.35,0.11,0
0.66,1.14,0.88,0.13,0.08,0
0.51,0.97,0.99,0.24,0.2,0
0.69,0.99,1.51,0.04,0.53,0
0.31,1.02,1.05,0.08,0.47,0
0.27,1.13,1.15,0.13,0.11,0
0.33,0.89,0.85,0.25,0.31,0
0.88,1.21,1.26,0.42,0.5,0
0.78,1.01,1.08,0.22,0.19,0
0.2,1.0,0.96,0.25,0.35,0
0.22,0.95,0.94,0.07,0.05,0
0.24,0.93,0.9,0.02,0.05,0
0.26,1.1,1.14,0.19,0.26,0
0.39,1.04,1.07,0.11,0.08,0
0.96,1.08,1.15,0.27,0.36,0
0.28,1.15,1.2,0.36,0.39,0
0.38,0.85,0.81,0.32,0.41,0
0.37,0.9,0.82,0.05,0.01,0
0.36,0.99,0.85,0.11,0.04,0
0.65,0.9,0.86,0.36,0.01,0
0.84,0.83,1.04,0.23,0.42,0
0.57,0.93,1.03,0.15,0.19,0
0.76,1.2,1.21,0.35,0.2,0
0.97,1.08,1.21,0.15,0.2,0
0.48,1.02,1.02,0.23,0.34,0
0.71,1.22,1.31,0.24,0.3,0
0.58,0.8,0.81,0.44,0.51,0
0.58,0.86,0.89,0.09,0.09,0
0.52,0.76,0.76,0.14,0.19,0
0.76,0.94,1.01,0.31,0.38,0
0.53,1.27,1.36,0.36,0.37,0
0.45,1.26,1.36,0.04,0.04,0
0.38,0.88,0.88,0.38,0.48,0
0.41,0.71,0.72,0.26,0.25,0
0.35,0.72,0.73,0.05,0.05,0
0.73,0.71,1.32,0.01,0.61,0
0.73,0.7,1.34,0.03,0.05,0
0.38,1.23,1.34,0.63,0.01,0
0.31,1.25,1.3,0.13,0.05,0
0.98,1.22,1.26,0.36,0.32,0
1.31,1.2,1.26,0.25,0.34,0
1.09,1.21,1.38,0.12,0.23,0
1.03,1.16,0.84,0.07,0.54,0
