altezza
1.69
1.69
1.69
1.69
1.69
1.69
1.69
1.69
1.69
1.69
1.69
1.70
1.70
1.71
1.72
1.71
1.71
1.71
1.71
1.71
1.70
1.70
1.70
1.70
1.69
1.64
1.67
1.68
1.67
1.70
1.70
1.70
1.70
1.69
1.69
1.70
1.70
1.70
1.70
1.70
1.70
1.67
1.63
1.69
1.69
1.68
1.61
1.64
1.69
1.70
1.70
1.70
1.69
1.69
1.69
1.68
1.69
1.70
1.70
1.70
1.70
1.70
1.69
1.66
1.64
1.63
1.69
1.68
1.68
1.67
1.69
1.70
1.70
1.70
1.70
1.70
1.71
1.71
1.71
1.70
1.70
1.70
1.69
1.69
1.69
1.69
1.69
1.68
1.65
1.66
1.69
1.69
1.68
1.67
1.68
1.69
1.69
1.69
1.69
1.70
1.70
1.70
1.69
1.69
1.66
1.69
1.69
1.69
1.69
1.68
1.62
1.63
1.67
1.62
1.67
1.68
1.69
1.70
1.70
1.70
1.69
1.69
1.68
1.68
1.65
1.68
1.68
1.65
1.67
1.68
1.69
1.70
1.69
1.66
1.68
1.68
1.61
1.66
1.68
1.64
1.62
1.70
1.69
1.69
1.70
1.70
1.70
1.71
1.70
1.69
1.67
1.65
1.63
1.68
1.68
1.65
1.67
1.68
1.62
1.68
1.69
1.68
1.61
1.65
1.66
1.65
1.69
1.70
1.71
1.71
1.70
1.71
1.70
1.70
1.70
1.70
1.70
1.70
1.70
1.67
1.67
1.66
1.65
1.65
1.65
1.65
1.66
1.67
1.69
1.59
1.68
1.70
1.70
1.70
1.70
1.71
1.70
1.70
1.70
1.70
1.70
1.70
1.69
1.69
1.70
1.69
1.69
1.69
1.69
1.69
1.69
1.69
1.68
1.65
1.68
1.69
1.69
1.69
1.69
1.67
1.68
1.69
1.68
1.68
1.69
1.67
1.67
1.67
1.69
1.68
1.68
1.68
1.67
1.66
1.68
1.64
1.66
1.68
1.66
1.65
1.67
1.68
1.67
1.67
1.67
1.68
1.68
1.68
1.68
1.67
1.65
1.69
1.69
1.67
1.67
1.68
1.66
1.68
1.68
1.67
1.64
1.66
1.67
1.69
1.69
1.69
1.69
1.70
1.70
1.71
1.71
1.70
1.70
1.70
1.70
1.69
1.68
1.68
1.65
1.68
1.65
1.67
1.66
1.66
1.68
1.69
1.69
1.68
1.67
1.67
1.68
1.69
1.67
1.67
1.69
1.70
1.69
1.69
1.69
1.69
1.70
1.70
1.69
1.69
1.67
1.63
1.66
1.68
1.69
1.70
1.70
1.70
1.69
1.68
1.62
1.66
1.68
1.67
1.66
1.66
1.68
1.69
1.67
1.64
1.66
1.68
1.68
1.68
1.68
1.68
