distanza
0.490000
0.470000
0.480000
0.480000
0.490000
0.540000
0.530000
0.570000
0.540000
0.510000
0.540000
0.440000
0.550000
0.570000
0.460000
0.500000
0.280000
0.240000
0.240000
0.250000
0.200000
0.210000
0.260000
0.270000
0.300000
0.260000
0.310000
0.290000
0.230000
0.250000
0.350000
0.400000
0.540000
0.610000
0.470000
0.310000
0.280000
0.360000
0.490000
0.450000
0.430000
0.400000
