distanza,altezza,distanzaDx,distanzaSx,Sesso
0.23,1.57,0.04,0.06,1
0.23,1.57,0.02,0.01,1
0.32,1.57,0.39,0.43,1
0.29,1.57,0.17,0.15,1
0.26,1.57,0.15,0.13,1
0.31,1.57,0.31,0.31,1
0.27,1.57,0.0,0.04,1
0.39,1.57,0.25,0.26,1
0.48,1.57,0.21,0.17,1
0.98,1.58,0.28,0.24,1
0.99,1.58,0.22,0.06,1
0.65,1.58,0.46,0.13,1
1.14,1.58,0.02,0.49,1
0.88,1.59,0.23,0.24,1
0.91,1.59,0.51,0.22,1
1.06,1.6,0.21,0.06,1
0.68,1.58,0.53,0.13,1
0.3,1.58,0.31,0.19,1
0.39,1.57,0.14,0.05,1
0.95,1.58,0.35,0.26,1
1.06,1.57,0.17,0.12,1
0.39,1.57,0.36,0.32,1
0.31,1.57,0.08,0.05,1
0.42,1.57,0.36,0.44,1
0.35,1.57,0.1,0.06,1
0.3,1.57,0.08,0.07,1
0.35,1.57,0.41,0.49,1
0.33,1.56,0.02,0.02,1
0.34,1.57,0.27,0.3,1
0.66,1.58,0.27,0.29,1
1.11,1.6,0.51,0.51,1
0.97,1.59,0.19,0.24,1
0.51,1.57,0.5,0.37,1
0.52,1.56,0.19,0.06,1
0.74,1.56,0.34,0.05,1
0.73,1.57,0.02,0.08,1
0.69,1.57,0.02,0.09,1
0.5,1.57,0.02,0.35,1
0.36,1.58,0.05,0.31,1
0.33,1.57,0.16,0.16,1
0.35,1.57,0.12,0.15,1
0.55,1.58,0.19,0.24,1
0.95,1.58,0.25,0.19,1
1.36,1.58,0.24,0.25,1
0.7,1.57,0.34,0.36,1
0.3,1.57,0.23,0.17,1
0.3,1.57,0.09,0.08,1
0.38,1.57,0.28,0.29,1
0.31,1.57,0.03,0.05,1
0.25,1.57,0.03,0.04,1
0.29,1.58,0.11,0.16,1
0.36,1.58,0.35,0.39,1
0.33,1.58,0.11,0.1,1
0.35,1.58,0.07,0.07,1
0.63,1.59,0.14,0.14,1
0.96,1.59,0.35,0.33,1
1.34,1.63,0.32,0.4,1
0.77,1.61,0.41,0.38,1
0.38,1.58,0.35,0.35,1
0.33,1.57,0.31,0.37,1
0.56,1.57,0.22,0.12,1
0.94,1.57,0.4,0.45,1
0.54,1.57,0.33,0.28,1
0.27,1.57,0.39,0.43,1
0.26,1.57,0.1,0.13,1
0.33,1.56,0.2,0.24,1
0.32,1.56,0.04,0.04,1
0.3,1.58,0.17,0.17,1
0.27,1.56,0.29,0.33,1
0.26,1.57,0.18,0.21,1
0.13,1.56,0.21,0.16,1
0.08,1.56,0.03,0.02,1
0.09,1.57,0.01,0.02,1
0.09,1.57,0.01,0.01,1
0.09,1.57,0.0,0.0,1
0.08,1.57,0.01,0.0,1
0.08,1.57,0.01,0.01,1
0.09,1.57,0.01,0.0,1
0.07,1.59,0.02,0.01,1
0.08,1.6,0.07,0.05,1
0.08,1.57,0.19,0.16,1
