distanza,altezza,distanzaDx,distanzaSx,Sesso
0.68,1.57,0.2,0.25,1
0.51,1.57,0.14,0.47,1
0.54,1.57,0.08,0.08,1
0.47,1.57,0.23,0.26,1
0.57,1.58,0.43,0.12,1
0.4,1.58,0.42,0.16,1
0.36,1.56,0.2,0.13,1
0.37,1.56,0.66,0.71,1
0.41,1.58,0.2,0.18,1
0.26,1.59,0.41,0.47,1
0.52,1.59,0.14,0.14,1
0.65,1.59,0.05,0.12,1
0.86,1.59,0.3,0.17,1
0.49,1.61,0.27,0.28,1
0.39,1.6,0.41,0.37,1
0.35,1.59,0.18,0.2,1
0.42,1.59,0.04,0.06,1
0.43,1.59,0.06,0.06,1
0.43,1.58,0.07,0.06,1
0.43,1.58,0.05,0.05,1
0.59,1.58,0.1,0.07,1
1.03,1.59,0.29,0.21,1
0.23,1.59,0.45,0.53,1
0.39,1.59,0.31,0.25,1
0.57,1.59,0.25,0.18,1
0.81,1.59,0.38,0.17,1
0.89,1.59,0.17,0.17,1
0.7,1.58,0.2,0.53,1
0.45,1.59,0.02,0.34,1
0.36,1.58,0.08,0.15,1
0.29,1.57,0.33,0.3,1
0.9,1.57,0.51,0.52,1
0.11,1.58,0.51,0.59,1
0.41,1.58,0.29,0.24,1
0.37,1.58,0.09,0.05,1
0.35,1.58,0.07,0.06,1
0.36,1.57,0.32,0.3,1
0.42,1.57,0.58,0.57,1
1.21,1.58,0.66,0.62,1
0.42,1.58,0.37,0.45,1
0.38,1.57,0.13,0.05,1
0.36,1.58,0.57,0.56,1
0.76,1.58,0.42,0.47,1
0.82,1.58,0.14,0.04,1
0.6,1.58,0.3,0.08,1
0.48,1.58,0.18,0.4,1
0.78,1.58,0.2,0.23,1
0.6,1.59,0.3,0.15,1
0.51,1.58,0.21,0.09,1
0.57,1.58,0.24,0.25,1
0.62,1.58,0.1,0.11,1
0.59,1.57,0.69,0.66,1
0.58,1.57,0.29,0.31,1
0.67,1.57,0.14,0.19,1
0.7,1.58,0.67,0.66,1
0.71,1.58,0.17,0.06,1
0.5,1.57,0.19,0.17,1
0.36,1.57,0.54,0.63,1
0.38,1.57,0.05,0.03,1
0.47,1.56,0.08,0.46,1
0.68,1.57,0.09,0.23,1
0.51,1.56,0.11,0.3,1
0.69,1.57,0.66,0.09,1
1.01,1.58,0.36,0.36,1
1.51,1.58,0.3,0.27,1
0.91,1.58,0.35,0.37,1
0.69,1.57,0.22,0.19,1
0.93,1.57,0.15,0.82,1
0.74,1.57,0.5,0.17,1
0.61,1.57,0.15,0.26,1
0.44,1.57,0.44,0.32,1
0.32,1.56,0.11,0.1,1
0.31,1.57,0.61,0.57,1
0.36,1.57,0.47,0.39,1
0.34,1.57,0.1,0.11,1
0.34,1.56,0.44,0.46,1
0.36,1.57,0.12,0.14,1
0.32,1.56,0.08,0.11,1
0.55,1.56,0.17,0.07,1
0.37,1.58,0.21,0.23,1
0.26,1.5,0.14,0.16,1
