distanza,altezza,distanzaDx,distanzaSx,Sesso
0.32,1.58,0.31,0.27,0
0.6,1.66,0.7,0.23,0
0.63,1.66,0.06,0.14,0
0.64,1.6,0.22,0.11,0
0.4,1.58,0.8,0.14,0
0.36,1.65,0.31,0.11,0
0.54,1.7,0.44,0.05,0
0.75,1.73,0.37,0.1,0
0.8,1.74,0.51,0.06,0
0.36,1.74,0.49,0.08,0
0.25,1.7,0.28,0.14,0
0.73,1.72,0.53,0.55,0
1.02,1.72,0.53,0.46,0
0.56,1.71,0.84,0.48,0
0.61,1.59,0.16,0.26,0
0.49,1.52,0.14,0.57,0
0.6,1.59,0.1,0.46,0
1.02,1.66,0.1,0.65,0
0.39,1.72,0.09,0.71,0
0.29,1.72,0.11,0.29,0
0.34,1.69,0.43,0.32,0
0.29,1.49,0.68,0.68,0
0.37,1.56,0.34,0.2,0
0.52,1.6,0.07,0.29,0
0.94,1.59,0.07,0.73,0
0.69,1.58,0.41,0.6,0
0.84,1.6,0.74,0.46,0
0.61,1.7,0.67,0.07,0
0.28,1.74,0.52,0.23,0
0.3,1.75,0.29,0.18,0
1.25,1.76,0.84,0.83,0
1.21,1.75,0.57,0.4,0
0.42,1.7,0.47,0.47,0
0.4,1.58,0.44,0.23,0
0.8,1.54,0.6,0.31,0
0.49,1.56,0.09,0.63,0
0.31,1.59,0.12,0.31,0
0.32,1.46,0.21,0.25,0
0.41,1.54,0.89,0.83,0
0.37,1.73,0.54,0.56,0
0.36,1.75,0.47,0.46,0
0.41,1.75,0.1,0.12,0
0.35,1.74,0.25,0.27,0
0.35,1.69,0.19,0.21,0
0.44,1.61,0.86,0.8,0
0.48,1.65,0.21,0.22,0
0.36,1.61,0.1,0.11,0
0.41,1.63,0.48,0.37,0
0.46,1.71,0.93,0.9,0
0.38,1.72,0.1,0.12,0
0.36,1.59,0.7,0.62,0
0.25,1.66,0.16,0.18,0
0.27,1.73,0.41,0.41,0
1.54,1.74,0.74,0.6,0
0.82,1.75,0.42,0.39,0
0.25,1.75,0.53,0.41,0
0.28,1.74,0.07,0.11,0
0.68,1.75,0.44,0.42,0
1.26,1.75,0.57,0.44,0
0.55,1.75,0.73,0.77,0
0.45,1.74,0.28,0.28,0
0.38,1.72,0.11,0.11,0
0.4,1.55,0.44,0.46,0
0.38,1.54,0.63,0.55,0
0.33,1.65,0.28,0.23,0
0.73,1.63,0.53,0.07,0
0.55,1.64,0.78,0.06,0
1.0,1.69,0.4,0.46,0
0.96,1.71,0.4,0.29,0
0.69,1.71,0.18,0.77,0
0.46,1.72,0.17,0.37,0
0.39,1.73,0.3,0.28,0
0.38,1.69,0.14,0.12,0
0.32,1.61,0.67,0.58,0
0.39,1.66,0.64,0.56,0
0.35,1.65,0.16,0.11,0
0.34,1.7,0.49,0.53,0
0.38,1.73,0.54,0.59,0
0.5,1.73,0.2,0.11,0
0.89,1.74,0.68,0.18,0
0.64,1.74,0.62,0.04,0
0.54,1.74,0.28,0.16,0
0.56,1.74,0.16,0.2,0
0.77,1.74,0.05,0.25,0
1.26,1.74,0.05,0.58,0
0.65,1.74,0.07,0.71,0
0.28,1.72,0.16,0.42,0
0.37,1.71,0.31,0.13,0
0.75,1.7,0.75,0.06,0
0.76,1.72,0.34,0.05,0
0.5,1.72,0.58,0.23,0
0.79,1.64,0.2,0.44,0
0.69,1.62,0.08,0.75,0
0.6,1.63,0.53,0.39,0
0.61,1.58,0.78,0.12,0
0.99,1.66,0.28,0.44,0
0.69,1.67,0.11,0.67,0
0.47,1.73,0.14,0.28,0
0.35,1.73,0.41,0.31,0
0.37,1.65,0.19,0.17,0
0.67,1.62,0.96,0.87,0
0.63,1.73,0.36,0.34,0
0.3,1.76,0.43,0.36,0
0.31,1.76,0.16,0.15,0
0.42,1.76,0.18,0.22,0
0.7,1.76,0.36,0.43,0
1.36,1.76,0.54,0.45,0
0.56,1.75,0.89,0.89,0
0.23,1.74,0.22,0.15,0
0.28,1.74,0.02,0.05,0
0.3,1.74,0.05,0.06,0
0.24,1.74,0.05,0.09,0
0.25,1.74,0.02,0.02,0
0.22,1.72,0.14,0.12,0
0.3,1.72,0.29,0.27,0
1.57,1.73,0.82,0.6,0
0.77,1.75,0.74,0.68,0
0.75,1.74,0.31,0.4,0
1.01,1.73,0.07,0.68,0
0.59,1.73,0.1,0.75,0
1.1,1.73,0.94,0.11,0
0.55,1.74,0.31,0.26,0
