distanza,altezza,distanzaDx,distanzaSx,Sesso
0.79,1.73,0.18,0.2,0
0.62,1.73,0.22,0.13,0
0.88,1.69,0.31,0.26,0
0.69,1.71,0.7,0.66,0
0.61,1.72,0.3,0.28,0
0.34,1.69,0.34,0.37,0
0.27,1.72,0.35,0.26,0
0.4,1.71,0.18,0.15,0
0.59,1.72,0.09,0.63,0
0.4,1.71,0.15,0.4,0
0.67,1.71,0.54,0.05,0
0.35,1.74,0.27,0.26,0
0.62,1.75,0.22,0.27,0
1.38,1.75,0.54,0.48,0
0.65,1.74,0.47,0.42,0
0.71,1.72,0.08,0.4,0
0.9,1.71,0.22,0.43,0
0.67,1.73,0.69,0.27,0
0.49,1.74,0.44,0.21,0
0.28,1.72,0.2,0.13,0
0.29,1.68,0.5,0.43,0
0.24,1.71,0.2,0.14,0
0.19,1.7,0.13,0.1,0
0.34,1.65,0.22,0.23,0
0.27,1.71,0.45,0.41,0
0.25,1.72,0.12,0.11,0
0.31,1.69,0.17,0.16,0
0.34,1.72,0.39,0.37,0
0.33,1.68,0.18,0.19,0
0.33,1.71,0.63,0.62,0
0.31,1.73,0.19,0.16,0
1.77,1.76,0.86,0.81,0
1.05,1.75,0.45,0.39,0
0.53,1.75,0.28,0.38,0
1.27,1.77,0.89,0.08,0
0.77,1.76,0.58,0.12,0
1.19,1.77,0.35,0.85,0
0.77,1.77,0.04,0.41,0
0.39,1.76,0.04,0.47,0
0.39,1.75,0.1,0.08,0
0.45,1.75,0.15,0.13,0
1.62,1.76,0.65,0.62,0
0.79,1.75,0.53,0.47,0
0.35,1.72,0.27,0.22,0
0.28,1.66,0.17,0.18,0
0.27,1.7,0.45,0.43,0
0.27,1.7,0.2,0.16,0
0.45,1.67,0.35,0.31,0
0.3,1.71,0.31,0.29,0
0.21,1.69,0.13,0.1,0
0.3,1.7,0.41,0.37,0
0.71,1.75,0.72,0.66,0
1.34,1.78,0.67,0.69,0
0.83,1.77,0.43,0.42,0
0.41,1.73,0.47,0.43,0
0.5,1.69,0.11,0.45,0
0.47,1.72,0.07,0.17,0
0.41,1.72,0.08,0.08,0
0.46,1.71,0.1,0.05,0
0.47,1.68,0.46,0.04,0
0.44,1.72,0.17,0.11,0
0.38,1.73,0.22,0.12,0
0.49,1.75,0.38,0.37,0
0.6,1.76,0.12,0.09,0
1.08,1.77,0.29,0.2,0
1.18,1.76,0.2,0.18,0
0.62,1.76,0.32,0.26,0
0.34,1.74,0.17,0.16,0
0.38,1.71,0.39,0.37,0
0.35,1.74,0.2,0.22,0
0.33,1.74,0.11,0.12,0
0.29,1.73,0.05,0.06,0
0.42,1.7,0.25,0.27,0
0.24,1.73,0.33,0.35,0
0.18,1.74,0.1,0.07,0
0.26,1.74,0.1,0.08,0
0.65,1.76,0.39,0.39,0
0.92,1.78,0.27,0.2,0
1.19,1.78,0.26,0.29,0
0.55,1.75,0.5,0.49,0
0.34,1.69,0.32,0.41,0
0.37,1.7,0.58,0.53,0
0.8,1.69,0.28,0.31,0
0.61,1.71,0.93,0.92,0
0.42,1.7,0.71,0.73,0
0.35,1.71,0.68,0.57,0
0.32,1.72,0.28,0.24,0
0.29,1.72,0.07,0.06,0
0.29,1.71,0.34,0.32,0
0.23,1.69,0.58,0.5,0
0.22,1.72,0.17,0.18,0
0.17,1.73,0.12,0.09,0
0.13,1.74,0.03,0.05,0
0.19,1.73,0.1,0.05,0
0.21,1.74,0.1,0.04,0
0.18,1.74,0.11,0.04,0
0.2,1.74,0.02,0.04,0
0.22,1.74,0.03,0.02,0
