distanza,altezza,distanzaDx,distanzaSx,Sesso
0.31,1.57,0.12,0.34,1
0.54,1.58,0.57,0.1,1
0.41,1.58,0.14,0.37,1
1.12,1.59,0.36,0.37,1
0.71,1.59,0.47,0.42,1
0.72,1.58,0.2,0.41,1
0.61,1.58,0.07,0.45,1
0.8,1.58,0.37,0.28,1
0.54,1.58,0.51,0.04,1
0.33,1.58,0.38,0.3,1
0.21,1.57,0.3,0.32,1
0.22,1.58,0.52,0.54,1
0.21,1.58,0.09,0.07,1
0.23,1.57,0.04,0.05,1
0.36,1.57,0.36,0.37,1
0.35,1.57,0.21,0.23,1
0.32,1.57,0.16,0.17,1
0.32,1.57,0.29,0.4,1
0.29,1.57,0.2,0.28,1
0.26,1.57,0.42,0.44,1
0.38,1.58,0.58,0.56,1
0.36,1.58,0.19,0.12,1
1.16,1.59,0.44,0.41,1
0.61,1.59,0.39,0.37,1
0.92,1.6,0.4,0.13,1
0.98,1.6,0.27,0.18,1
0.78,1.6,0.67,0.24,1
1.24,1.67,0.11,0.54,1
0.78,1.62,0.14,0.69,1
0.36,1.6,0.08,0.37,1
0.43,1.59,0.14,0.17,1
0.57,1.58,0.13,0.13,1
1.19,1.6,0.34,0.37,1
0.39,1.58,0.5,0.45,1
0.22,1.58,0.49,0.56,1
0.3,1.58,0.34,0.41,1
0.26,1.58,0.41,0.4,1
0.24,1.58,0.02,0.02,1
0.29,1.58,0.57,0.62,1
0.33,1.58,0.32,0.32,1
0.31,1.57,0.11,0.12,1
0.34,1.58,0.37,0.4,1
0.74,1.6,0.44,0.43,1
1.28,1.62,0.34,0.36,1
0.78,1.6,0.68,0.63,1
0.48,1.58,0.32,0.4,1
0.39,1.58,0.08,0.65,1
0.51,1.58,0.12,0.02,1
0.68,1.57,0.17,0.07,1
0.65,1.57,0.02,0.02,1
0.4,1.58,0.47,0.02,1
0.43,1.58,0.07,0.02,1
0.42,1.58,0.08,0.08,1
0.54,1.58,0.37,0.38,1
0.59,1.58,0.08,0.09,1
1.28,1.59,0.33,0.37,1
0.79,1.59,0.33,0.45,1
0.33,1.58,0.24,0.25,1
0.29,1.58,0.24,0.38,1
0.33,1.57,0.32,0.42,1
0.27,1.57,0.06,0.07,1
0.23,1.57,0.02,0.04,1
0.26,1.57,0.1,0.11,1
0.31,1.57,0.46,0.56,1
0.39,1.57,0.26,0.21,1
0.28,1.58,0.41,0.4,1
0.61,1.6,0.37,0.4,1
0.86,1.61,0.27,0.31,1
1.17,1.61,0.23,0.24,1
1.26,1.6,0.22,0.27,1
0.57,1.59,0.62,0.62,1
0.27,1.58,0.24,0.34,1
0.31,1.58,0.45,0.48,1
0.49,1.58,0.1,0.08,1
0.82,1.58,0.74,0.76,1
0.37,1.57,0.25,0.24,1
0.11,1.58,0.67,0.68,1
0.18,1.58,0.13,0.09,1
0.32,1.57,0.49,0.55,1
0.35,1.58,0.19,0.2,1
0.4,1.57,0.56,0.66,1
0.82,1.56,0.68,0.49,1
0.6,1.56,0.28,0.24,1
0.11,1.56,0.31,0.23,1
0.27,1.57,0.11,0.13,1
0.33,1.57,0.07,0.03,1
0.51,1.57,0.27,0.37,1
0.5,1.56,0.62,0.57,1
0.37,1.55,0.13,0.08,1
0.36,1.55,0.01,0.02,1
0.35,1.55,0.01,0.02,1
0.36,1.55,0.02,0.02,1
0.35,1.59,0.05,0.06,1
0.34,1.61,0.1,0.07,1
