distanza,altezza,distanzaDx,distanzaSx,Sesso
0.77,1.58,0.22,0.32,0
0.79,1.58,0.2,0.68,0
0.72,1.58,0.56,0.12,0
0.45,1.58,0.55,0.05,0
0.39,1.58,0.13,0.13,0
0.33,1.58,0.25,0.3,0
0.42,1.57,0.17,0.19,0
0.46,1.58,0.23,0.32,0
0.31,1.58,0.16,0.11,0
0.84,1.59,0.41,0.45,0
0.27,1.59,0.4,0.39,0
0.29,1.59,0.22,0.31,0
1.06,1.6,0.95,0.99,0
1.36,1.61,0.55,0.59,0
1.2,1.61,0.23,0.18,0
0.84,1.6,0.4,0.48,0
0.36,1.6,0.49,0.4,0
0.48,1.6,0.08,0.09,0
0.32,1.6,0.07,0.1,0
0.19,1.6,0.07,0.12,0
0.16,1.6,0.05,0.13,0
0.23,1.6,0.2,0.1,0
1.33,1.6,0.63,0.79,0
0.7,1.6,0.45,0.52,0
0.92,1.6,0.41,0.08,0
0.82,1.6,0.37,0.08,0
0.72,1.6,0.35,0.19,0
0.68,1.6,0.07,0.84,0
0.36,1.59,0.08,0.52,0
0.29,1.59,0.11,0.1,0
0.35,1.59,0.27,0.34,0
0.56,1.59,0.35,0.43,0
1.11,1.59,0.38,0.52,0
0.33,1.59,0.43,0.41,0
0.37,1.59,0.15,0.2,0
0.32,1.59,0.28,0.36,0
0.3,1.58,0.41,0.47,0
0.21,1.58,0.23,0.28,0
1.28,1.59,0.73,0.82,0
0.4,1.59,0.55,0.59,0
0.31,1.59,0.44,0.49,0
0.32,1.59,0.12,0.16,0
0.23,1.59,0.17,0.1,0
1.04,1.58,0.86,0.07,0
1.28,1.59,0.35,0.59,0
0.68,1.6,0.33,0.41,0
0.27,1.59,0.29,0.62,0
1.43,1.59,0.75,0.85,0
0.39,1.59,0.68,0.69,0
0.64,1.59,0.13,0.19,0
0.75,1.59,0.24,0.28,0
0.64,1.59,0.09,0.09,0
0.63,1.58,0.36,0.39,0
0.67,1.58,0.43,0.49,0
0.43,1.58,0.89,0.93,0
0.31,1.58,0.08,0.06,0
0.31,1.58,0.26,0.33,0
0.57,1.58,0.7,0.79,0
0.5,1.58,0.07,0.2,0
0.99,1.58,0.18,0.99,0
0.95,1.59,0.13,0.23,0
0.72,1.59,0.84,0.06,0
0.45,1.59,0.31,0.13,0
0.49,1.59,0.06,0.07,0
0.47,1.59,0.04,0.1,0
0.43,1.59,0.02,0.12,0
0.42,1.59,0.01,0.12,0
0.41,1.59,0.0,0.01,0
0.4,1.59,0.02,0.01,0
0.34,1.59,0.13,0.02,0
1.23,1.59,0.48,0.42,0
1.29,1.59,0.3,0.26,0
0.75,1.58,0.38,0.41,0
0.74,1.58,0.05,0.61,0
0.92,1.57,0.17,0.18,0
0.57,1.57,0.54,0.17,0
0.51,1.58,0.39,0.29,0
0.31,1.58,0.38,0.4,0
0.24,1.58,0.63,0.65,0
0.32,1.58,0.15,0.2,0
0.23,1.58,0.19,0.27,0
0.25,1.58,0.22,0.24,0
0.27,1.59,0.63,0.67,0
0.25,1.59,0.05,0.04,0
0.28,1.58,0.48,0.62,0
0.28,1.57,0.33,0.3,0
0.23,1.58,0.04,0.02,0
0.24,1.59,0.75,0.78,0
0.23,1.6,0.21,0.27,0
1.5,1.6,0.87,0.95,0
0.95,1.6,0.49,0.42,0
0.5,1.6,0.31,0.21,0
1.43,1.61,0.99,0.13,0
0.95,1.6,0.8,0.21,0
1.19,1.61,0.33,0.72,0
0.7,1.6,0.08,0.44,0
0.68,1.6,0.13,0.24,0
0.6,1.6,0.1,0.24,0
0.45,1.6,0.45,0.56,0
1.41,1.59,0.95,0.99,0
0.75,1.59,0.54,0.68,0
0.28,1.6,0.58,0.63,0
0.32,1.58,0.61,0.69,0
0.27,1.58,0.26,0.34,0
0.19,1.58,0.06,0.04,0
0.3,1.58,0.36,0.45,0
0.25,1.58,0.51,0.49,0
0.26,1.58,0.28,0.34,0
0.23,1.59,0.2,0.09,0
0.17,1.6,0.1,0.13,0
0.92,1.6,1.0,0.93,0
0.68,1.6,0.23,0.24,0
0.56,1.59,0.16,0.26,0
0.69,1.59,0.32,0.86,0
0.71,1.58,0.08,0.1,0
0.56,1.58,0.02,0.14,0
0.62,1.58,0.09,0.1,0
0.51,1.58,0.32,0.02,0
0.44,1.58,0.07,0.08,0
0.5,1.58,0.09,0.23,0
0.25,1.58,0.29,0.42,0
0.3,1.58,0.14,0.16,0
1.31,1.58,0.75,0.84,0
1.17,1.58,0.13,0.16,0
0.58,1.58,0.34,0.4,0
0.37,1.58,0.2,0.26,0
0.33,1.58,0.5,0.64,0
0.43,1.58,0.16,0.12,0
0.31,1.58,0.32,0.32,0
0.31,1.58,0.39,0.44,0
0.31,1.59,0.31,0.4,0
0.25,1.59,0.5,0.53,0
0.36,1.59,0.18,0.17,0
0.42,1.6,0.12,0.11,0
0.35,1.6,0.29,0.32,0
0.99,1.6,0.75,0.65,0
0.95,1.6,0.36,0.48,0
0.63,1.59,0.27,0.25,0
0.35,1.59,0.44,0.56,0
0.48,1.59,0.48,0.58,0
0.69,1.58,0.16,0.12,0
0.64,1.59,0.54,0.66,0
0.31,1.58,0.22,0.22,0
0.45,1.58,0.43,0.48,0
0.5,1.58,0.08,0.03,0
0.4,1.57,0.47,0.45,0
0.31,1.49,0.46,0.45,0
0.2,1.38,0.69,0.73,0
0.19,1.48,0.48,0.39,0
0.27,1.54,0.15,0.13,0
0.16,1.57,0.15,0.13,0
0.08,1.57,0.13,0.06,0
0.09,1.58,0.07,0.08,0
0.09,1.58,0.05,0.06,0
