distanza,altezza,distanzaDx,distanzaSx,Sesso
0.19,1.55,0.0,0.0,1
0.19,1.55,0.01,0.01,1
0.2,1.55,0.0,0.01,1
0.2,1.56,0.01,0.05,1
0.18,1.53,0.01,0.11,1
0.27,1.55,0.03,0.18,1
0.27,1.56,0.07,0.11,1
0.22,1.54,0.03,0.1,1
0.25,1.56,0.1,0.1,1
0.44,1.57,0.1,0.23,1
0.17,1.57,0.18,0.28,1
0.24,1.57,0.15,0.11,1
1.45,1.57,0.62,0.82,1
0.74,1.57,0.38,0.56,1
0.5,1.57,0.23,0.27,1
0.45,1.57,0.14,0.07,1
0.29,1.56,0.14,0.3,1
0.32,1.54,0.04,0.03,1
0.36,1.54,0.04,0.16,1
0.4,1.52,0.02,0.35,1
0.28,1.54,0.04,0.14,1
0.39,1.51,0.13,0.05,1
0.36,1.54,0.37,0.01,1
0.3,1.56,0.11,0.05,1
0.27,1.56,0.03,0.05,1
0.11,1.56,0.17,0.17,1
0.13,1.56,0.06,0.02,1
0.15,1.56,0.03,0.02,1
0.14,1.56,0.02,0.01,1
0.13,1.57,0.01,0.02,1
0.22,1.57,0.07,0.09,1
0.32,1.57,0.02,0.2,1
0.51,1.56,0.09,0.17,1
0.54,1.56,0.02,0.02,1
0.57,1.55,0.02,0.05,1
0.72,1.53,0.1,0.12,1
0.77,1.54,0.18,0.22,1
0.29,1.56,0.26,0.27,1
0.17,1.56,0.05,0.09,1
0.22,1.56,0.11,0.15,1
0.3,1.54,0.26,0.32,1
0.26,1.57,0.09,0.14,1
0.22,1.57,0.1,0.07,1
0.37,1.58,0.12,0.1,1
0.38,1.58,0.02,0.04,1
0.39,1.58,0.05,0.02,1
0.41,1.58,0.02,0.01,1
0.4,1.58,0.02,0.01,1
0.34,1.58,0.02,0.05,1
0.94,1.59,0.63,0.05,1
0.79,1.59,0.42,0.12,1
0.87,1.59,0.33,0.4,1
0.44,1.59,0.09,0.55,1
0.72,1.6,0.04,0.32,1
1.0,1.6,0.06,0.57,1
0.63,1.59,0.1,0.42,1
0.31,1.59,0.05,0.4,1
0.25,1.58,0.1,0.16,1
0.25,1.57,0.21,0.24,1
0.42,1.59,0.27,0.24,1
0.17,1.6,0.22,0.36,1
1.44,1.6,0.73,0.82,1
0.64,1.59,0.5,0.45,1
0.28,1.58,0.43,0.59,1
0.34,1.59,0.07,0.11,1
0.41,1.59,0.12,0.16,1
0.61,1.6,0.24,0.07,1
0.71,1.6,0.11,0.14,1
0.99,1.6,0.47,0.05,1
0.66,1.6,0.73,0.28,1
0.68,1.6,0.04,0.05,1
0.29,1.6,0.15,0.55,1
1.17,1.61,0.07,0.94,1
0.82,1.61,0.17,0.27,1
0.34,1.6,0.14,0.43,1
0.33,1.59,0.13,0.41,1
0.5,1.59,0.13,0.22,1
0.39,1.59,0.37,0.54,1
1.21,1.59,0.53,0.7,1
1.06,1.58,0.11,0.12,1
1.09,1.59,0.1,0.07,1
0.86,1.58,0.18,0.23,1
0.35,1.58,0.42,0.54,1
0.53,1.58,0.23,0.17,1
0.49,1.58,0.05,0.1,1
0.68,1.58,0.05,0.5,1
0.73,1.57,0.01,0.18,1
0.48,1.58,0.02,0.37,1
0.81,1.58,0.02,0.39,1
0.56,1.58,0.02,0.37,1
0.5,1.58,0.01,0.1,1
0.96,1.58,0.03,0.73,1
0.85,1.58,0.15,0.24,1
0.39,1.59,0.04,0.48,1
0.47,1.58,0.14,0.19,1
1.11,1.59,0.97,1.03,1
0.76,1.58,0.14,0.22,1
0.68,1.58,0.48,0.18,1
0.85,1.58,0.67,0.34,1
0.71,1.58,0.28,0.05,1
1.05,1.59,0.53,0.02,1
1.22,1.59,0.53,0.09,1
0.8,1.59,0.34,0.19,1
0.32,1.59,0.37,0.16,1
0.32,1.58,0.3,0.33,1
0.34,1.59,0.12,0.04,1
0.34,1.57,0.2,0.02,1
0.81,1.57,0.44,0.07,1
0.64,1.57,0.31,0.1,1
0.69,1.58,0.16,0.28,1
0.86,1.59,0.12,0.31,1
0.64,1.6,0.31,0.23,1
0.32,1.6,0.45,0.48,1
0.68,1.6,0.65,0.68,1
0.94,1.6,0.54,0.6,1
0.66,1.6,0.35,0.31,1
0.49,1.59,0.19,0.53,1
0.59,1.6,0.07,0.39,1
0.38,1.59,0.45,0.07,1
0.31,1.59,0.16,0.03,1
0.28,1.59,0.08,0.12,1
0.33,1.58,0.34,0.44,1
0.3,1.58,0.38,0.36,1
0.37,1.43,0.23,0.25,1
0.33,1.44,0.01,0.08,1
0.31,1.43,0.05,0.05,1
0.29,1.44,0.06,0.09,1
0.28,1.47,0.31,0.38,1
0.3,1.51,0.09,0.2,1
0.25,1.56,0.08,0.2,1
0.33,1.57,0.15,0.08,1
0.35,1.59,0.72,0.78,1
0.35,1.59,0.06,0.06,1
0.32,1.58,0.36,0.47,1
0.49,1.59,0.17,0.15,1
0.33,1.59,0.21,0.27,1
1.4,1.59,0.61,0.61,1
1.4,1.59,0.19,0.25,1
0.68,1.59,0.41,0.46,1
0.59,1.59,0.51,0.59,1
0.62,1.59,0.06,0.16,1
1.02,1.61,0.98,1.0,1
0.84,1.59,0.1,0.15,1
0.71,1.59,0.17,0.13,1
0.49,1.59,0.17,0.14,1
0.38,1.59,0.4,0.41,1
0.55,1.59,0.62,0.65,1
0.64,1.58,0.1,0.29,1
0.87,1.58,0.12,0.57,1
0.65,1.57,0.06,0.68,1
0.65,1.58,0.1,0.21,1
0.85,1.57,0.55,0.36,1
0.58,1.57,0.71,0.13,1
0.61,1.57,0.14,0.15,1
0.46,1.58,0.36,0.23,1
0.33,1.58,0.23,0.26,1
0.4,1.57,0.21,0.25,1
0.59,1.58,0.29,0.21,1
0.34,1.58,0.29,0.28,1
0.26,1.59,0.57,0.61,1
0.76,1.59,0.31,0.26,1
0.41,1.59,0.13,0.33,1
0.58,1.59,0.12,0.1,1
