distanza,altezza,distanzaDx,distanzaSx,Sesso
0.75,1.56,0.0,0.0,1
0.76,1.56,0.01,0.01,1
0.71,1.56,0.02,0.12,1
0.46,1.56,0.07,0.45,1
0.4,1.55,0.04,0.07,1
0.39,1.55,0.03,0.04,1
0.39,1.56,0.02,0.04,1
0.39,1.57,0.01,0.02,1
0.38,1.58,0.01,0.03,1
0.4,1.57,0.39,0.41,1
0.23,1.57,0.18,0.24,1
0.27,1.58,0.09,0.05,1
0.37,1.59,0.05,0.05,1
0.49,1.59,0.08,0.05,1
0.34,1.59,0.11,0.05,1
0.42,1.59,0.1,0.11,1
1.37,1.59,0.49,0.49,1
0.86,1.58,0.4,0.4,1
0.35,1.58,0.3,0.25,1
0.32,1.57,0.16,0.22,1
0.42,1.57,0.04,0.21,1
0.41,1.56,0.04,0.06,1
0.42,1.56,0.01,0.03,1
0.38,1.56,0.01,0.25,1
0.32,1.57,0.04,0.12,1
0.33,1.57,0.14,0.03,1
0.38,1.56,0.31,0.02,1
0.42,1.56,0.07,0.17,1
0.79,1.53,0.03,0.51,1
0.8,1.53,0.01,0.03,1
0.79,1.53,0.01,0.01,1
0.75,1.54,0.03,0.1,1
0.34,1.57,0.02,0.57,1
0.29,1.58,0.03,0.14,1
0.25,1.58,0.01,0.06,1
0.24,1.58,0.04,0.03,1
0.3,1.58,0.01,0.07,1
0.56,1.57,0.17,0.21,1
0.67,1.57,0.18,0.24,1
0.65,1.57,0.08,0.11,1
0.69,1.57,0.56,0.62,1
0.51,1.57,0.09,0.14,1
0.25,1.57,0.37,0.4,1
0.17,1.57,0.24,0.25,1
0.26,1.57,0.36,0.36,1
0.27,1.57,0.3,0.37,1
0.23,1.57,0.04,0.07,1
0.21,1.57,0.04,0.02,1
0.25,1.57,0.13,0.08,1
0.25,1.57,0.07,0.12,1
0.3,1.57,0.06,0.04,1
0.38,1.58,0.08,0.02,1
0.43,1.58,0.06,0.02,1
0.82,1.59,0.39,0.02,1
0.68,1.59,0.32,0.06,1
0.54,1.58,0.32,0.14,1
0.56,1.58,0.09,0.12,1
0.76,1.59,0.02,0.23,1
1.02,1.59,0.03,0.33,1
0.48,1.58,0.06,0.61,1
0.24,1.58,0.05,0.21,1
0.23,1.58,0.34,0.43,1
0.22,1.58,0.04,0.03,1
0.31,1.58,0.57,0.63,1
0.26,1.58,0.34,0.36,1
0.71,1.59,0.27,0.23,1
0.75,1.59,0.32,0.33,1
0.2,1.55,0.69,0.76,1
0.16,1.57,0.1,0.1,1
0.16,1.58,0.12,0.11,1
0.38,1.58,0.28,0.07,1
0.75,1.59,0.34,0.07,1
0.9,1.6,0.21,0.05,1
0.46,1.59,0.64,0.21,1
0.55,1.59,0.1,0.21,1
0.6,1.59,0.06,0.08,1
0.98,1.6,0.04,0.44,1
0.62,1.59,0.05,0.5,1
0.3,1.58,0.08,0.44,1
0.33,1.58,0.02,0.12,1
0.41,1.58,0.18,0.19,1
0.41,1.59,0.16,0.66,1
1.15,1.59,0.83,0.76,1
0.53,1.59,0.41,0.42,1
0.18,1.57,0.21,0.15,1
0.24,1.57,0.35,0.36,1
0.29,1.57,0.29,0.25,1
0.31,1.59,0.46,0.47,1
0.28,1.58,0.09,0.15,1
0.34,1.57,0.08,0.21,1
0.5,1.57,0.07,0.27,1
0.38,1.58,0.04,0.42,1
0.41,1.59,0.01,0.2,1
0.47,1.59,0.02,0.15,1
0.56,1.59,0.01,0.09,1
0.84,1.6,0.04,0.41,1
0.43,1.59,0.08,0.37,1
0.6,1.59,0.22,0.23,1
0.66,1.6,0.19,0.15,1
1.05,1.61,0.5,0.5,1
0.83,1.6,0.31,0.25,1
0.47,1.59,0.39,0.47,1
0.59,1.58,0.47,0.06,1
0.39,1.59,0.17,0.06,1
0.69,1.59,0.61,0.04,1
0.72,1.59,0.29,0.02,1
0.24,1.58,0.37,0.14,1
0.2,1.58,0.18,0.19,1
0.23,1.58,0.1,0.09,1
0.21,1.58,0.43,0.48,1
0.28,1.58,0.16,0.16,1
0.55,1.58,0.24,0.09,1
0.52,1.58,0.23,0.04,1
0.47,1.58,0.18,0.15,1
0.6,1.58,0.03,0.33,1
0.28,1.58,0.06,0.32,1
0.45,1.59,0.26,0.41,1
0.68,1.6,0.32,0.28,1
1.1,1.61,0.46,0.43,1
0.8,1.6,0.64,0.56,1
0.39,1.59,0.28,0.2,1
0.43,1.58,0.1,0.46,1
0.37,1.58,0.15,0.08,1
0.27,1.58,0.4,0.09,1
0.22,1.57,0.03,0.11,1
0.27,1.58,0.36,0.35,1
0.33,1.57,0.72,0.74,1
0.28,1.57,0.07,0.07,1
0.28,1.56,0.03,0.01,1
0.3,1.56,0.04,0.04,1
0.3,1.57,0.03,0.01,1
0.33,1.57,0.48,0.57,1
0.3,1.58,0.4,0.31,1
0.29,1.58,0.12,0.04,1
0.25,1.58,0.13,0.11,1
0.32,1.58,0.72,0.75,1
0.3,1.57,0.21,0.17,1
0.26,1.58,0.16,0.17,1
0.31,1.58,0.56,0.56,1
0.34,1.58,0.36,0.37,1
0.97,1.59,0.29,0.34,1
1.09,1.59,0.29,0.34,1
0.57,1.59,0.3,0.3,1
0.61,1.59,0.31,0.34,1
0.67,1.6,0.13,0.16,1
1.19,1.62,0.44,0.45,1
0.98,1.61,0.47,0.42,1
0.36,1.58,0.44,0.46,1
0.27,1.58,0.22,0.26,1
0.29,1.58,0.06,0.05,1
0.29,1.57,0.53,0.6,1
0.45,1.57,0.06,0.29,1
0.63,1.58,0.07,0.33,1
0.56,1.58,0.04,0.5,1
0.54,1.58,0.21,0.37,1
0.6,1.58,0.22,0.26,1
0.76,1.58,0.49,0.06,1
0.61,1.58,0.41,0.08,1
0.39,1.58,0.25,0.08,1
0.24,1.58,0.46,0.39,1
0.29,1.57,0.35,0.43,1
0.26,1.58,0.08,0.08,1
0.2,1.57,0.08,0.1,1
0.39,1.58,0.68,0.72,1
0.28,1.58,0.36,0.34,1
0.39,1.58,0.2,0.08,1
0.59,1.59,0.01,0.21,1
0.77,1.59,0.02,0.44,1
0.41,1.59,0.05,0.44,1
0.28,1.58,0.06,0.17,1
0.51,1.58,0.23,0.04,1
0.91,1.59,0.4,0.01,1
0.69,1.59,0.41,0.02,1
0.38,1.59,0.39,0.14,1
0.53,1.58,0.09,0.32,1
0.61,1.58,0.02,0.41,1
0.52,1.58,0.02,0.5,1
0.34,1.58,0.05,0.21,1
0.49,1.58,0.33,0.12,1
0.74,1.59,0.68,0.04,1
0.5,1.58,0.22,0.05,1
0.43,1.58,0.26,0.15,1
0.32,1.58,0.09,0.16,1
0.35,1.58,0.15,0.16,1
0.38,1.58,0.45,0.12,1
0.19,1.58,0.21,0.07,1
0.23,1.57,0.46,0.44,1
0.31,1.57,0.57,0.58,1
0.27,1.58,0.15,0.12,1
0.26,1.58,0.12,0.13,1
0.48,1.58,0.37,0.35,1
0.58,1.59,0.11,0.13,1
0.67,1.6,0.1,0.1,1
1.27,1.61,0.49,0.52,1
1.08,1.61,0.32,0.31,1
0.47,1.59,0.55,0.57,1
0.21,1.57,0.17,0.13,1
0.26,1.57,0.04,0.04,1
0.27,1.57,0.02,0.01,1
0.37,1.58,0.07,0.1,1
0.41,1.58,0.1,0.13,1
0.47,1.59,0.12,0.1,1
1.25,1.6,0.39,0.4,1
0.78,1.6,0.38,0.44,1
0.42,1.58,0.26,0.2,1
0.98,1.59,0.75,0.07,1
0.72,1.58,0.33,0.08,1
0.67,1.59,0.43,0.49,1
0.66,1.59,0.06,0.33,1
0.35,1.58,0.2,0.28,1
