distanza,altezza,distanzaDx,distanzaSx,Sesso
0.93,1.68,0.58,0.08,0
0.63,1.71,0.37,0.11,0
0.52,1.68,0.28,0.31,0
0.47,1.69,0.03,0.52,0
0.37,1.7,0.17,0.3,0
0.45,1.69,0.47,0.09,0
0.29,1.71,0.32,0.08,0
0.27,1.71,0.24,0.21,0
0.44,1.68,0.44,0.42,0
0.36,1.69,0.14,0.13,0
0.3,1.71,0.21,0.22,0
0.31,1.71,0.1,0.08,0
0.53,1.72,0.19,0.17,0
0.6,1.73,0.13,0.14,0
1.12,1.76,0.46,0.4,0
1.3,1.75,0.21,0.24,0
0.63,1.74,0.54,0.5,0
0.41,1.74,0.2,0.17,0
0.19,1.73,0.12,0.16,0
0.22,1.73,0.03,0.02,0
0.25,1.74,0.05,0.03,0
0.29,1.74,0.03,0.02,0
0.4,1.74,0.07,0.08,0
0.85,1.73,0.28,0.22,0
1.5,1.73,0.43,0.4,0
0.67,1.72,0.48,0.45,0
0.93,1.72,0.31,0.12,0
0.84,1.72,0.56,0.08,0
0.87,1.72,0.53,0.21,0
0.86,1.71,0.11,0.76,0
0.5,1.73,0.03,0.72,0
0.36,1.7,0.19,0.25,0
0.44,1.69,0.42,0.44,0
1.02,1.72,0.57,0.66,0
1.32,1.71,0.34,0.3,0
0.35,1.71,0.59,0.58,0
0.3,1.7,0.05,0.07,0
0.34,1.7,0.1,0.13,0
0.36,1.68,0.2,0.15,0
0.53,1.71,0.2,0.14,0
1.45,1.72,0.57,0.59,0
0.52,1.7,0.58,0.57,0
0.4,1.71,0.49,0.55,0
0.34,1.7,0.18,0.2,0
0.34,1.67,0.15,0.05,0
1.1,1.67,0.77,0.11,0
0.99,1.66,0.66,0.53,0
0.54,1.7,0.14,0.38,0
0.85,1.71,0.47,0.42,0
1.55,1.72,0.45,0.43,0
0.71,1.72,0.54,0.5,0
0.78,1.72,0.23,0.22,0
1.18,1.71,0.61,0.62,0
0.91,1.7,0.28,0.24,0
0.82,1.69,0.13,0.14,0
1.22,1.67,0.25,0.25,0
0.62,1.67,0.81,0.87,0
0.53,1.67,0.22,0.2,0
0.41,1.65,0.49,0.58,0
0.45,1.69,0.53,0.5,0
0.54,1.67,0.24,0.15,0
0.85,1.69,0.1,0.9,0
0.48,1.7,0.11,0.54,0
0.54,1.71,0.51,0.15,0
0.47,1.72,0.07,0.14,0
1.09,1.73,0.37,0.51,0
1.35,1.73,0.28,0.31,0
0.69,1.72,0.55,0.31,0
0.81,1.71,0.15,0.28,0
1.01,1.71,0.27,0.49,0
0.72,1.72,0.65,0.24,0
0.67,1.72,0.43,0.42,0
0.43,1.71,0.43,0.21,0
0.44,1.72,0.58,0.6,0
0.48,1.72,0.1,0.05,0
0.37,1.71,0.19,0.22,0
0.45,1.69,0.22,0.21,0
0.44,1.71,0.72,0.64,0
0.4,1.71,0.1,0.06,0
0.37,1.67,0.41,0.46,0
0.45,1.7,0.4,0.39,0
0.34,1.7,0.13,0.12,0
0.49,1.71,0.85,0.81,0
0.44,1.73,0.34,0.37,0
1.76,1.76,0.72,0.73,0
1.2,1.74,0.36,0.44,0
0.91,1.75,0.31,0.31,0
1.29,1.78,0.48,0.17,0
0.73,1.75,0.73,0.07,0
1.28,1.77,0.17,0.79,0
0.87,1.76,0.07,0.43,0
0.47,1.75,0.02,0.51,0
0.53,1.75,0.13,0.12,0
0.54,1.75,0.2,0.18,0
1.83,1.76,0.74,0.79,0
1.17,1.75,0.48,0.45,0
0.48,1.73,0.37,0.39,0
0.33,1.67,0.38,0.4,0
0.55,1.7,0.41,0.41,0
0.38,1.7,0.19,0.2,0
0.5,1.66,0.23,0.28,0
0.4,1.69,0.51,0.52,0
0.31,1.68,0.14,0.14,0
0.36,1.73,0.43,0.45,0
0.68,1.73,0.61,0.62,0
1.27,1.77,0.68,0.73,0
0.81,1.74,0.65,0.68,0
0.56,1.73,0.38,0.12,0
0.67,1.7,0.06,0.73,0
0.55,1.72,0.12,0.1,0
0.33,1.72,0.06,0.25,0
0.4,1.71,0.2,0.08,0
