distanza,altezza,distanzaDx,distanzaSx,Sesso
0.45,1.57,0.19,0.01,1
0.29,1.56,0.21,0.06,1
0.4,1.57,0.04,0.15,1
0.55,1.57,0.02,0.44,1
0.41,1.56,0.08,0.12,1
0.44,1.56,0.3,0.02,1
0.38,1.56,0.2,0.11,1
0.4,1.56,0.07,0.15,1
0.3,1.57,0.05,0.23,1
0.26,1.56,0.18,0.26,1
0.31,1.56,0.23,0.18,1
0.34,1.57,0.52,0.44,1
0.27,1.56,0.09,0.1,1
0.25,1.56,0.04,0.04,1
0.23,1.57,0.04,0.05,1
0.23,1.58,0.04,0.05,1
0.2,1.58,0.02,0.05,1
0.6,1.58,0.72,0.74,1
0.45,1.57,0.21,0.26,1
0.31,1.57,0.41,0.36,1
0.29,1.57,0.1,0.08,1
0.26,1.59,0.05,0.04,1
0.21,1.6,0.09,0.05,1
0.24,1.6,0.07,0.04,1
0.22,1.58,0.01,0.02,1
0.25,1.57,0.02,0.06,1
0.97,1.58,0.42,0.36,1
0.5,1.57,0.29,0.26,1
0.39,1.57,0.17,0.27,1
0.65,1.57,0.07,0.46,1
0.32,1.57,0.08,0.41,1
0.59,1.58,0.42,0.1,1
0.43,1.57,0.15,0.05,1
0.34,1.57,0.2,0.25,1
0.33,1.58,0.04,0.09,1
0.27,1.59,0.54,0.43,1
0.95,1.59,0.52,0.5,1
0.46,1.58,0.24,0.31,1
0.45,1.57,0.07,0.05,1
0.41,1.57,0.14,0.12,1
0.34,1.58,0.1,0.17,1
0.36,1.55,0.73,0.65,1
0.54,1.58,0.43,0.43,1
0.58,1.57,0.22,0.2,1
0.34,1.57,0.19,0.1,1
0.25,1.56,0.51,0.42,1
0.3,1.57,0.12,0.14,1
0.68,1.57,0.12,0.29,1
0.43,1.57,0.14,0.15,1
0.51,1.57,0.26,0.2,1
0.25,1.57,0.31,0.25,1
1.0,1.57,0.42,0.41,1
0.57,1.56,0.3,0.22,1
0.51,1.56,0.07,0.05,1
0.66,1.56,0.53,0.42,1
0.49,1.56,0.16,0.24,1
0.41,1.56,0.06,0.04,1
0.46,1.57,0.3,0.23,1
0.69,1.58,0.61,0.61,1
0.34,1.57,0.37,0.43,1
0.28,1.57,0.06,0.07,1
0.33,1.57,0.71,0.6,1
0.36,1.57,0.17,0.12,1
0.47,1.56,0.31,0.04,1
0.54,1.56,0.38,0.06,1
0.38,1.57,0.46,0.1,1
0.5,1.57,0.19,0.54,1
0.34,1.57,0.3,0.08,1
1.0,1.57,0.38,0.28,1
0.7,1.57,0.35,0.21,1
0.66,1.57,0.02,0.13,1
0.65,1.57,0.61,0.14,1
0.65,1.57,0.09,0.39,1
0.43,1.57,0.16,0.24,1
0.37,1.57,0.34,0.31,1
0.28,1.58,0.14,0.14,1
0.34,1.58,0.48,0.38,1
0.32,1.57,0.38,0.3,1
0.26,1.57,0.29,0.3,1
0.33,1.57,0.43,0.46,1
0.37,1.57,0.31,0.27,1
0.35,1.58,0.06,0.04,1
0.33,1.56,0.78,0.7,1
0.35,1.58,0.18,0.14,1
0.35,1.58,0.24,0.18,1
0.27,1.57,0.54,0.55,1
0.44,1.58,0.1,0.09,1
0.88,1.58,0.26,0.19,1
0.49,1.57,0.32,0.27,1
0.88,1.58,0.03,0.58,1
0.67,1.57,0.02,0.23,1
0.41,1.58,0.05,0.49,1
0.75,1.57,0.54,0.04,1
0.42,1.58,0.48,0.04,1
0.41,1.59,0.03,0.04,1
0.22,1.58,0.12,0.12,1
0.49,1.58,0.24,0.27,1
0.87,1.58,0.22,0.21,1
0.4,1.57,0.23,0.24,1
0.39,1.57,0.28,0.23,1
0.32,1.56,0.67,0.54,1
0.32,1.57,0.09,0.08,1
0.31,1.56,0.01,0.06,1
0.29,1.56,0.52,0.52,1
0.39,1.56,0.33,0.28,1
0.38,1.57,0.69,0.63,1
0.33,1.58,0.05,0.1,1
0.63,1.58,0.6,0.52,1
0.68,1.57,0.26,0.21,1
0.59,1.58,0.15,0.45,1
0.52,1.57,0.07,0.07,1
0.45,1.57,0.59,0.03,1
0.43,1.56,0.09,0.11,1
0.45,1.54,0.03,0.02,1
0.42,1.55,0.03,0.07,1
0.4,1.57,0.02,0.4,1
0.31,1.56,0.11,0.22,1
0.27,1.56,0.06,0.1,1
0.26,1.57,0.05,0.05,1
0.37,1.58,0.18,0.17,1
0.97,1.57,0.32,0.31,1
0.59,1.57,0.19,0.23,1
0.42,1.56,0.08,0.11,1
0.41,1.57,0.12,0.13,1
0.36,1.57,0.65,0.58,1
0.33,1.58,0.07,0.11,1
0.29,1.58,0.03,0.06,1
0.3,1.59,0.17,0.19,1
0.38,1.58,0.58,0.61,1
0.4,1.57,0.22,0.24,1
0.39,1.57,0.15,0.14,1
0.34,1.58,0.08,0.06,1
0.38,1.57,0.03,0.06,1
0.86,1.58,0.57,0.44,1
0.59,1.57,0.19,0.2,1
0.43,1.58,0.11,0.11,1
0.35,1.57,0.66,0.52,1
0.43,1.58,0.13,0.16,1
0.75,1.57,0.35,0.37,1
0.47,1.57,0.5,0.44,1
0.27,1.57,0.63,0.57,1
0.32,1.57,0.08,0.05,1
0.32,1.56,0.23,0.22,1
0.36,1.57,0.36,0.29,1
0.34,1.57,0.04,0.05,1
0.34,1.56,0.73,0.72,1
0.21,1.56,0.21,0.18,1
0.19,1.55,0.09,0.11,1
0.33,1.55,0.08,0.15,1
0.12,1.53,0.31,0.28,1
0.08,1.54,0.06,0.12,1
0.17,1.53,0.15,0.06,1
0.16,1.53,0.03,0.03,1
0.15,1.53,0.03,0.02,1
