distanza,altezza,distanzaDx,distanzaSx,Sesso
0.42,1.64,0.16,0.17,1
0.67,1.65,0.23,0.25,1
1.16,1.66,0.38,0.47,1
0.53,1.64,0.48,0.59,1
0.37,1.64,0.08,0.1,1
0.23,1.63,0.31,0.32,1
0.38,1.63,0.21,0.2,1
0.88,1.63,0.42,0.43,1
0.43,1.62,0.28,0.47,1
0.27,1.63,0.35,0.49,1
0.26,1.63,0.13,0.12,1
0.33,1.63,0.05,0.13,1
0.38,1.63,0.07,0.11,1
0.41,1.63,0.23,0.16,1
0.3,1.62,0.24,0.24,1
0.25,1.61,0.16,0.16,1
0.2,1.62,0.07,0.04,1
0.08,1.62,0.09,0.07,1
0.08,1.62,0.02,0.02,1
0.07,1.62,0.03,0.03,1
0.07,1.62,0.04,0.02,1
0.08,1.62,0.04,0.03,1
0.09,1.62,0.05,0.03,1
0.09,1.62,0.01,0.02,1
0.09,1.65,0.01,0.02,1
0.09,1.7,0.07,0.05,1
0.08,1.71,0.06,0.04,1
