distanza
0.230000
0.300000
0.350000
0.290000
0.310000
0.380000
0.360000
0.410000
0.300000
0.350000
0.380000
1.200000
0.910000
0.500000
0.370000
0.350000
0.310000
0.460000
0.480000
0.750000
1.000000
0.440000
0.490000
0.440000
0.400000
0.360000
0.320000
0.360000
0.340000
0.360000
0.440000
0.400000
0.390000
0.590000
0.810000
1.110000
1.050000
0.920000
0.550000
0.430000
0.380000
0.400000
0.410000
0.420000
0.440000
0.550000
0.510000
0.560000
0.630000
1.010000
0.940000
0.620000
0.550000
1.400000
1.300000
0.710000
0.390000
0.320000
0.410000
0.350000
0.530000
0.870000
0.460000
0.450000
0.480000
0.520000
0.640000
1.020000
0.850000
0.710000
0.900000
0.940000
1.160000
0.920000
0.500000
0.210000
0.180000
0.570000
0.500000
0.390000
0.350000
0.330000
0.340000
0.310000
0.320000
0.360000
0.380000
0.360000
0.370000
0.410000
0.630000
0.520000
0.480000
0.550000
0.770000
0.890000
0.550000
0.620000
0.550000
0.500000
0.640000
0.450000
0.380000
0.350000
0.370000
0.390000
0.450000
0.540000
0.540000
0.800000
0.620000
0.570000
0.550000
1.120000
0.790000
0.530000
0.830000
0.720000
0.410000
0.410000
0.360000
0.390000
0.350000
0.340000
0.320000
0.300000
0.320000
0.330000
0.320000
0.320000
0.360000
0.340000
0.330000
0.360000
0.350000
0.470000
0.970000
0.660000
0.610000
0.600000
0.940000
1.040000
0.630000
0.430000
0.370000
0.360000
0.370000
0.580000
0.660000
0.720000
0.930000
0.840000
0.670000
0.500000
0.410000
0.370000
0.480000
0.500000
0.380000
0.340000
0.320000
0.370000
0.770000
0.630000
0.460000
0.400000
0.480000
0.730000
0.640000
0.550000
0.730000
1.060000
0.970000
0.800000
0.800000
0.690000
0.850000
0.760000
0.890000
0.410000
0.450000
0.560000
0.350000
0.400000
0.390000
0.480000
0.480000
0.540000
0.930000
1.130000
0.730000
0.470000
0.580000
0.540000
0.490000
0.510000
1.050000
0.610000
1.270000
0.600000
0.750000
0.840000
0.890000
1.050000
0.760000
0.490000
0.410000
0.850000
1.000000
0.560000
0.470000
0.400000
0.390000
0.420000
1.110000
0.520000
0.420000
0.430000
0.400000
0.650000
0.830000
0.550000
0.680000
0.810000
0.510000
0.890000
1.160000
0.940000
0.870000
1.060000
1.020000
0.610000
0.410000
0.360000
0.380000
0.520000
0.540000
0.460000
0.400000
0.840000
1.040000
0.910000
1.010000
1.010000
0.880000
0.710000
0.490000
0.450000
0.450000
0.360000
0.360000
0.370000
0.350000
0.380000
0.400000
0.370000
0.380000
0.420000
0.840000
0.580000
0.560000
0.820000
0.660000
0.830000
0.680000
0.510000
0.460000
0.450000
0.820000
0.530000
0.410000
0.390000
0.340000
0.360000
0.380000
0.370000
0.340000
0.380000
0.520000
1.040000
0.640000
0.550000
0.750000
0.730000
0.750000
0.680000
0.460000
0.450000
0.490000
0.510000
0.500000
0.940000
0.730000
0.470000
0.410000
0.700000
0.640000
0.480000
0.410000
0.430000
0.380000
0.470000
0.560000
0.560000
0.900000
0.930000
0.500000
0.400000
0.550000
0.800000
0.860000
0.460000
0.380000
0.350000
0.340000
0.340000
0.430000
0.460000
0.380000
0.320000
0.290000
0.280000
0.260000
0.270000
0.260000
0.250000
0.250000
0.240000
0.240000
0.230000
